Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft),,
580.55,S,580.5458,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009557183,0.009557183,0,-24.48104,-24.48104,0,0,-89.69838,1641.01,0.06358184,,
580.65,S,580.6458,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009577062,0.009577062,0,-24.48008,-24.48008,0,0,-89.69838,1638.56,0.06358184,,
580.75,S,580.7458,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009553083,0.009553083,0,-24.47912,-24.47912,0,0,-89.69838,1636.11,0.06358184,,
580.85,S,580.8458,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009546093,0.009546093,0,-24.47817,-24.47817,0,0,-89.69838,1633.67,0.06358184,,
580.95,S,580.9457,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009565086,0.009565086,0,-24.47721,-24.47721,0,0,-89.69838,1631.22,0.06358184,,
581.05,S,581.0457,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009540223,0.009540223,0,-24.47626,-24.47626,0,0,-89.69838,1628.77,0.06358184,,
581.15,S,581.1457,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009558627,0.009558627,0,-24.4753,-24.4753,0,0,-89.69838,1626.32,0.06358184,,
581.25,S,581.2457,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009533175,0.009533175,0,-24.47435,-24.47435,0,0,-89.69838,1623.88,0.06358184,,
581.35,S,581.3456,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009533714,0.009533714,0,-24.4734,-24.4734,0,0,-89.69838,1621.43,0.06358184,,
581.45,S,581.4456,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009551236,0.009551236,0,-24.47244,-24.47244,0,0,-89.69838,1618.98,0.06358184,,
581.55,S,581.5456,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009524902,0.009524902,0,-24.47149,-24.47149,0,0,-89.69838,1616.53,0.06358184,,
581.65,S,581.6456,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009541835,0.009541835,0,-24.47054,-24.47054,0,0,-89.69838,1614.09,0.06358184,,
581.75,S,581.7455,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009541202,0.009541202,0,-24.46959,-24.46959,0,0,-89.69838,1611.64,0.06358184,,
581.85,S,581.8455,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009557547,0.009557547,0,-24.46863,-24.46863,0,0,-89.69838,1609.19,0.06358184,,
581.95,S,581.9455,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009533853,0.009533853,0,-24.46768,-24.46768,0,0,-89.69838,1606.75,0.06358184,,
582.05,S,582.0455,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009549608,0.009549608,0,-24.46672,-24.46672,0,0,-89.69838,1604.30,0.06358184,,
582.15,S,582.1454,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009521511,0.009521511,0,-24.46577,-24.46577,0,0,-89.69838,1601.85,0.06358184,,
582.25,S,582.2454,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009536678,0.009536678,0,-24.46482,-24.46482,0,0,-89.69838,1599.41,0.06358184,,
582.35,S,582.3454,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009534288,0.009534288,0,-24.46387,-24.46387,0,0,-89.69838,1596.96,0.06358184,,
582.45,S,582.4454,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009548867,0.009548867,0,-24.46291,-24.46291,0,0,-89.69838,1594.51,0.06358184,,
582.55,S,582.5453,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009519596,0.009519596,0,-24.46196,-24.46196,0,0,-89.69838,1592.07,0.06358184,,
582.65,S,582.6453,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009516328,0.009516328,0,-24.46101,-24.46101,0,0,-89.69838,1589.62,0.06358184,,
582.75,S,582.7453,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009530025,0.009530025,0,-24.46006,-24.46006,0,0,-89.69838,1587.17,0.06358184,,
582.85,S,582.8453,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009526173,0.009526173,0,-24.45911,-24.45911,0,0,-89.69838,1584.73,0.06358184,,
582.95,S,582.9453,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009539283,0.009539283,0,-24.45816,-24.45816,0,0,-89.69838,1582.28,0.06358184,,
583.05,S,583.0452,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009534846,0.009534846,0,-24.45721,-24.45721,0,0,-89.69838,1579.84,0.06358184,,
583.15,S,583.1452,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009547369,0.009547369,0,-24.45625,-24.45625,0,0,-89.69838,1577.39,0.06358184,,
583.25,S,583.2452,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009516043,0.009516043,0,-24.4553,-24.4553,0,0,-89.69838,1574.95,0.06358184,,
583.35,S,583.3452,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009510728,0.009510728,0,-24.45435,-24.45435,0,0,-89.69838,1572.50,0.06358184,,
583.45,S,583.4451,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00952237,0.00952237,0,-24.4534,-24.4534,0,0,-89.69838,1570.06,0.06358184,,
583.55,S,583.5451,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009516471,0.009516471,0,-24.45245,-24.45245,0,0,-89.69838,1567.61,0.06358184,,
583.65,S,583.6451,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00951028,0.00951028,0,-24.4515,-24.4515,0,0,-89.69838,1565.17,0.06358184,,
583.75,S,583.7451,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009521042,0.009521042,0,-24.45055,-24.45055,0,0,-89.69838,1562.72,0.06358184,,
583.85,S,583.845,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009514267,0.009514267,0,-24.4496,-24.4496,0,0,-89.69838,1560.28,0.06358184,,
583.95,S,583.945,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009524442,0.009524442,0,-24.44865,-24.44865,0,0,-89.69838,1557.83,0.06358184,,
584.05,S,584.045,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009517083,0.009517083,0,-24.4477,-24.4477,0,0,-89.69838,1555.39,0.06358184,,
584.15,S,584.145,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009509433,0.009509433,0,-24.44675,-24.44675,0,0,-89.69838,1552.94,0.06358184,,
584.24,S,584.2449,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009501491,0.009501491,0,-24.4458,-24.4458,0,0,-89.69838,1550.50,0.06358184,,
584.34,S,584.3449,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009510494,0.009510494,0,-24.44485,-24.44485,0,0,-89.69838,1548.05,0.06358184,,
584.44,S,584.4449,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009501968,0.009501968,0,-24.4439,-24.4439,0,0,-89.69838,1545.61,0.06358184,,
584.54,S,584.5449,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009493151,0.009493151,0,-24.44295,-24.44295,0,0,-89.69838,1543.16,0.06358184,,
584.64,S,584.6448,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009501274,0.009501274,0,-24.442,-24.442,0,0,-89.69838,1540.72,0.06358184,,
584.74,S,584.7448,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009491873,0.009491873,0,-24.44105,-24.44105,0,0,-89.69838,1538.27,0.06358184,,
584.84,S,584.8448,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00948218,0.00948218,0,-24.4401,-24.4401,0,0,-89.69838,1535.83,0.06358184,,
584.94,S,584.9448,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009489425,0.009489425,0,-24.43915,-24.43915,0,0,-89.69838,1533.39,0.06358184,,
585.04,S,585.0447,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009479149,0.009479149,0,-24.4382,-24.4382,0,0,-89.69838,1530.94,0.06358184,,
585.14,S,585.1447,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009472396,0.009472396,0,-24.43725,-24.43725,0,0,-89.69838,1528.50,0.06358184,,
585.24,S,585.2447,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009478761,0.009478761,0,-24.4363,-24.4363,0,0,-89.69838,1526.06,0.06358184,,
585.34,S,585.3447,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00946761,0.00946761,0,-24.43535,-24.43535,0,0,-89.69838,1523.61,0.06358184,,
585.44,S,585.4446,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009456168,0.009456168,0,-24.4344,-24.4344,0,0,-89.69838,1521.17,0.06358184,,
585.54,S,585.5446,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009444435,0.009444435,0,-24.43346,-24.43346,0,0,-89.69838,1518.73,0.06358184,,
585.64,S,585.6446,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009475958,0.009475958,0,-24.43251,-24.43251,0,0,-89.69838,1516.28,0.06358184,,
585.74,S,585.7446,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009463643,0.009463643,0,-24.43156,-24.43156,0,0,-89.69838,1513.84,0.06358184,,
585.84,S,585.8445,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009451036,0.009451036,0,-24.43061,-24.43061,0,0,-89.69838,1511.40,0.06358184,,
585.94,S,585.9445,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009438138,0.009438138,0,-24.42967,-24.42967,0,0,-89.69838,1508.95,0.06358184,,
586.04,S,586.0445,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009468496,0.009468496,0,-24.42872,-24.42872,0,0,-89.69838,1506.51,0.06358184,,
586.14,S,586.1445,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009455016,0.009455016,0,-24.42777,-24.42777,0,0,-89.69838,1504.07,0.06358184,,
586.24,S,586.2444,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009441245,0.009441245,0,-24.42683,-24.42683,0,0,-89.69838,1501.62,0.06358184,,
586.34,S,586.3444,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009453519,0.009453519,0,-24.42588,-24.42588,0,0,-89.69838,1499.18,0.06358184,,
586.44,S,586.4444,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009439168,0.009439168,0,-24.42494,-24.42494,0,0,-89.69838,1496.74,0.06358184,,
586.54,S,586.5444,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00946807,0.00946807,0,-24.42399,-24.42399,0,0,-89.69838,1494.30,0.06358184,,
586.64,S,586.6443,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009453136,0.009453136,0,-24.42304,-24.42304,0,0,-89.69838,1491.85,0.06358184,,
586.74,S,586.7443,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009437912,0.009437912,0,-24.4221,-24.4221,0,0,-89.69838,1489.41,0.06358184,,
586.84,S,586.8443,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009448737,0.009448737,0,-24.42116,-24.42116,0,0,-89.69838,1486.97,0.06358184,,
586.94,S,586.9443,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009459274,0.009459274,0,-24.42021,-24.42021,0,0,-89.69838,1484.53,0.06358184,,
587.04,S,587.0443,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00946038,0.00946038,0,-24.41926,-24.41926,0,0,-89.69838,1482.09,0.06358184,,
587.14,S,587.1442,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009443993,0.009443993,0,-24.41832,-24.41832,0,0,-89.69838,1479.64,0.06358184,,
587.24,S,587.2442,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00945366,0.00945366,0,-24.41737,-24.41737,0,0,-89.69838,1477.20,0.06358184,,
587.34,S,587.3442,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009436693,0.009436693,0,-24.41643,-24.41643,0,0,-89.69838,1474.76,0.06358184,,
587.44,S,587.4442,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009445783,0.009445783,0,-24.41549,-24.41549,0,0,-89.69838,1472.32,0.06358184,,
587.54,S,587.5441,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009471776,0.009471776,0,-24.41454,-24.41454,0,0,-89.69838,1469.88,0.06358184,,
587.64,S,587.6441,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009453938,0.009453938,0,-24.41359,-24.41359,0,0,-89.69838,1467.44,0.06358184,,
587.74,S,587.7441,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009435809,0.009435809,0,-24.41265,-24.41265,0,0,-89.69838,1465.00,0.06358184,,
587.84,S,587.8441,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009443741,0.009443741,0,-24.41171,-24.41171,0,0,-89.69838,1462.55,0.06358184,,
587.94,S,587.944,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009451384,0.009451384,0,-24.41076,-24.41076,0,0,-89.69838,1460.11,0.06358184,,
588.04,S,588.044,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009432386,0.009432386,0,-24.40982,-24.40982,0,0,-89.69838,1457.67,0.06358184,,
588.14,S,588.144,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009439451,0.009439451,0,-24.40888,-24.40888,0,0,-89.69838,1455.23,0.06358184,,
588.24,S,588.244,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009450042,0.009450042,0,-24.40794,-24.40794,0,0,-89.69838,1452.79,0.06358184,,
588.34,S,588.3439,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009473713,0.009473713,0,-24.40699,-24.40699,0,0,-89.69838,1450.35,0.06358184,,
588.44,S,588.4439,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009436373,0.009436373,0,-24.40605,-24.40605,0,0,-89.69838,1447.91,0.06358184,,
588.54,S,588.5439,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009459464,0.009459464,0,-24.4051,-24.4051,0,0,-89.69838,1445.47,0.06358184,,
588.64,S,588.6439,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009438725,0.009438725,0,-24.40416,-24.40416,0,0,-89.69838,1443.03,0.06358184,,
588.74,S,588.7438,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009444057,0.009444057,0,-24.40322,-24.40322,0,0,-89.69838,1440.59,0.06358184,,
588.84,S,588.8438,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.0094491,0.0094491,0,-24.40228,-24.40228,0,0,-89.69838,1438.15,0.06358184,,
588.94,S,588.9438,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009453855,0.009453855,0,-24.40133,-24.40133,0,0,-89.69838,1435.71,0.06358184,,
589.04,S,589.0438,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009431958,0.009431958,0,-24.40039,-24.40039,0,0,-89.69838,1433.27,0.06358184,,
589.14,S,589.1437,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009436136,0.009436136,0,-24.39945,-24.39945,0,0,-89.69838,1430.83,0.06358184,,
589.24,S,589.2437,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009440025,0.009440025,0,-24.39851,-24.39851,0,0,-89.69838,1428.39,0.06358184,,
589.34,S,589.3437,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009443626,0.009443626,0,-24.39757,-24.39757,0,0,-89.69838,1425.95,0.06358184,,
589.44,S,589.4437,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009446939,0.009446939,0,-24.39663,-24.39663,0,0,-89.69838,1423.51,0.06358184,,
589.54,S,589.5436,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009449964,0.009449964,0,-24.39569,-24.39569,0,0,-89.69838,1421.07,0.06358184,,
589.64,S,589.6436,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.0094527,0.0094527,0,-24.39474,-24.39474,0,0,-89.69838,1418.63,0.06358184,,
589.74,S,589.7436,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009428778,0.009428778,0,-24.3938,-24.3938,0,0,-89.69838,1416.19,0.06358184,,
589.84,S,589.8436,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009430938,0.009430938,0,-24.39286,-24.39286,0,0,-89.69838,1413.75,0.06358184,,
589.94,S,589.9435,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009432809,0.009432809,0,-24.39192,-24.39192,0,0,-89.69838,1411.31,0.06358184,,
590.04,S,590.0435,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009434392,0.009434392,0,-24.39098,-24.39098,0,0,-89.69838,1408.87,0.06358184,,
590.14,S,590.1435,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009435687,0.009435687,0,-24.39004,-24.39004,0,0,-89.69838,1406.43,0.06358184,,
590.24,S,590.2435,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009436695,0.009436695,0,-24.3891,-24.3891,0,0,-89.69838,1403.99,0.06358184,,
590.34,S,590.3434,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009437414,0.009437414,0,-24.38815,-24.38815,0,0,-89.69838,1401.56,0.06358184,,
590.44,S,590.4434,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009411468,0.009411468,0,-24.38721,-24.38721,0,0,-89.69838,1399.12,0.06358184,,
590.54,S,590.5434,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00941161,0.00941161,0,-24.38627,-24.38627,0,0,-89.69838,1396.68,0.06358184,,
590.64,S,590.6434,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009411465,0.009411465,0,-24.38533,-24.38533,0,0,-89.69838,1394.24,0.06358184,,
590.74,S,590.7433,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009411031,0.009411031,0,-24.38439,-24.38439,0,0,-89.69838,1391.80,0.06358184,,
590.84,S,590.8433,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00941031,0.00941031,0,-24.38345,-24.38345,0,0,-89.69838,1389.36,0.06358184,,
590.94,S,590.9433,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009409301,0.009409301,0,-24.38251,-24.38251,0,0,-89.69838,1386.93,0.06358184,,
591.04,S,591.0433,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009411819,0.009411819,0,-24.38157,-24.38157,0,0,-89.69838,1384.49,0.06358184,,
591.14,S,591.1432,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009410234,0.009410234,0,-24.38063,-24.38063,0,0,-89.69838,1382.05,0.06358184,,
591.24,S,591.2432,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009408362,0.009408362,0,-24.37969,-24.37969,0,0,-89.69838,1379.61,0.06358184,,
591.34,S,591.3432,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009406201,0.009406201,0,-24.37875,-24.37875,0,0,-89.69838,1377.17,0.06358184,,
591.44,S,591.4432,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009403753,0.009403753,0,-24.37781,-24.37781,0,0,-89.69838,1374.74,0.06358184,,
591.54,S,591.5432,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009401018,0.009401018,0,-24.37687,-24.37687,0,0,-89.69838,1372.30,0.06358184,,
591.64,S,591.6431,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009397994,0.009397994,0,-24.37593,-24.37593,0,0,-89.69838,1369.86,0.06358184,,
591.74,S,591.7431,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009394684,0.009394684,0,-24.37499,-24.37499,0,0,-89.69838,1367.42,0.06358184,,
591.84,S,591.8431,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009391085,0.009391085,0,-24.37405,-24.37405,0,0,-89.69838,1364.98,0.06358184,,
591.94,S,591.9431,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009370064,0.009370064,0,-24.37311,-24.37311,0,0,-89.69838,1362.55,0.06358184,,
592.04,S,592.043,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009365891,0.009365891,0,-24.37217,-24.37217,0,0,-89.69838,1360.11,0.06358184,,
592.14,S,592.143,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009361431,0.009361431,0,-24.37123,-24.37123,0,0,-89.69838,1357.67,0.06358184,,
592.24,S,592.243,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009356684,0.009356684,0,-24.37029,-24.37029,0,0,-89.69838,1355.24,0.06358184,,
592.34,S,592.343,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009351649,0.009351649,0,-24.36936,-24.36936,0,0,-89.69838,1352.80,0.06358184,,
592.44,S,592.4429,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009372724,0.009372724,0,-24.36842,-24.36842,0,0,-89.69838,1350.36,0.06358184,,
592.54,S,592.5429,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009367115,0.009367115,0,-24.36748,-24.36748,0,0,-89.69838,1347.93,0.06358184,,
592.64,S,592.6429,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009361218,0.009361218,0,-24.36654,-24.36654,0,0,-89.69838,1345.49,0.06358184,,
592.74,S,592.7429,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009355034,0.009355034,0,-24.36561,-24.36561,0,0,-89.69838,1343.05,0.06358184,,
592.84,S,592.8428,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009357842,0.009357842,0,-24.36467,-24.36467,0,0,-89.69838,1340.62,0.06358184,,
592.94,S,592.9428,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009351086,0.009351086,0,-24.36374,-24.36374,0,0,-89.69838,1338.18,0.06358184,,
593.04,S,593.0428,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009370446,0.009370446,0,-24.3628,-24.3628,0,0,-89.69838,1335.74,0.06358184,,
593.14,S,593.1428,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009363116,0.009363116,0,-24.36186,-24.36186,0,0,-89.69838,1333.31,0.06358184,,
593.24,S,593.2427,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009355499,0.009355499,0,-24.36093,-24.36093,0,0,-89.69838,1330.87,0.06358184,,
593.34,S,593.3427,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009374001,0.009374001,0,-24.35999,-24.35999,0,0,-89.69838,1328.44,0.06358184,,
593.44,S,593.4427,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009348695,0.009348695,0,-24.35905,-24.35905,0,0,-89.69838,1326.00,0.06358184,,
593.54,S,593.5427,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009340218,0.009340218,0,-24.35812,-24.35812,0,0,-89.69838,1323.56,0.06358184,,
593.64,S,593.6426,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009357864,0.009357864,0,-24.35718,-24.35718,0,0,-89.69838,1321.13,0.06358184,,
593.74,S,593.7426,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009352628,0.009352628,0,-24.35625,-24.35625,0,0,-89.69838,1318.69,0.06358184,,
593.84,S,593.8426,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009369703,0.009369703,0,-24.35531,-24.35531,0,0,-89.69838,1316.26,0.06358184,,
593.94,S,593.9426,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009342971,0.009342971,0,-24.35438,-24.35438,0,0,-89.69838,1313.82,0.06358184,,
594.04,S,594.0425,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009359476,0.009359476,0,-24.35344,-24.35344,0,0,-89.69838,1311.39,0.06358184,,
594.14,S,594.1425,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.00934928,0.00934928,0,-24.3525,-24.3525,0,0,-89.69838,1308.95,0.06358184,,
594.24,S,594.2425,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009338797,0.009338797,0,-24.35157,-24.35157,0,0,-89.69838,1306.52,0.06358184,,
594.34,S,594.3425,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009354445,0.009354445,0,-24.35064,-24.35064,0,0,-89.69838,1304.08,0.06358184,,
594.44,S,594.4424,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009352706,0.009352706,0,-24.3497,-24.3497,0,0,-89.69838,1301.65,0.06358184,,
594.54,S,594.5424,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009341365,0.009341365,0,-24.34877,-24.34877,0,0,-89.69838,1299.21,0.06358184,,
594.64,S,594.6424,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009356158,0.009356158,0,-24.34783,-24.34783,0,0,-89.69838,1296.78,0.06358184,,
594.74,S,594.7424,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009344244,0.009344244,0,-24.3469,-24.3469,0,0,-89.69838,1294.34,0.06358184,,
594.84,S,594.8423,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009341369,0.009341369,0,-24.34597,-24.34597,0,0,-89.69838,1291.91,0.06358184,,
594.94,S,594.9423,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009355308,0.009355308,0,-24.34504,-24.34504,0,0,-89.69838,1289.47,0.06358184,,
595.04,S,595.0423,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009368961,0.009368961,0,-24.3441,-24.3441,0,0,-89.69838,1287.04,0.06358184,,
595.14,S,595.1423,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009355904,0.009355904,0,-24.34316,-24.34316,0,0,-89.69838,1284.60,0.06358184,,
595.24,S,595.2422,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009325469,0.009325469,0,-24.34223,-24.34223,0,0,-89.69838,1282.17,0.06358184,,
595.34,S,595.3422,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009338267,0.009338267,0,-24.3413,-24.3413,0,0,-89.69838,1279.73,0.06358184,,
595.44,S,595.4422,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009350781,0.009350781,0,-24.34036,-24.34036,0,0,-89.69838,1277.30,0.06358184,,
595.54,S,595.5422,0.02,0,1.33,0,0,37.28823,0.04,0,0,0,0,0.009319492,0.009319492,0,-24.33943,-24.33943,0,0,-89.69838,1274.87,0.06358184,,
