Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft),,
0.80,S,8.0000E-01,0.27,0.0000E+00,2.7635E-01,0.0000E+00,6.4043E+02,4.5315E+01,5.09,0.0000E+00,7.1108E+01,8.4506E+01,2.1715E+00,4.1888E+02,4.1888E+02,9.2845E-04,3.0583E+02,3.0583E+02,6.2987E-04,9.0000E+01,9.0000E+01,115.08,2.2772E-04,,
0.81,S,8.1000E-01,0.27,0.0000E+00,2.7613E-01,0.0000E+00,6.4048E+02,4.5285E+01,5.23,0.0000E+00,7.1091E+01,8.4506E+01,2.1742E+00,4.1912E+02,4.1912E+02,9.2992E-04,3.1002E+02,3.1002E+02,6.3917E-04,9.0000E+01,9.0000E+01,118.18,2.3407E-04,,
0.82,S,8.2000E-01,0.27,0.0000E+00,2.7593E-01,0.0000E+00,6.4052E+02,4.5254E+01,5.37,0.0000E+00,7.1074E+01,8.4506E+01,2.1769E+00,4.1936E+02,4.1936E+02,9.3138E-04,3.1421E+02,3.1421E+02,6.4848E-04,9.0000E+01,9.0000E+01,121.32,2.4051E-04,,
0.83,S,8.3000E-01,0.28,0.0000E+00,2.7572E-01,0.0000E+00,6.4057E+02,4.5224E+01,5.51,0.0000E+00,7.1058E+01,8.4506E+01,2.1796E+00,4.1959E+02,4.1959E+02,9.3282E-04,3.1841E+02,3.1841E+02,6.5781E-04,9.0000E+01,9.0000E+01,124.51,2.4704E-04,,
0.84,S,8.4000E-01,0.28,0.0000E+00,2.7552E-01,0.0000E+00,6.4062E+02,4.5193E+01,5.66,0.0000E+00,7.1041E+01,8.4506E+01,2.1823E+00,4.1983E+02,4.1983E+02,9.3425E-04,3.2261E+02,3.2261E+02,6.6715E-04,9.0000E+01,9.0000E+01,127.73,2.5366E-04,,
0.85,S,8.5000E-01,0.28,0.0000E+00,2.7532E-01,0.0000E+00,6.4066E+02,4.5162E+01,5.80,0.0000E+00,7.1025E+01,8.4506E+01,2.1850E+00,4.2006E+02,4.2006E+02,9.3567E-04,3.2681E+02,3.2681E+02,6.7651E-04,9.0000E+01,9.0000E+01,131.00,2.6038E-04,,
0.86,S,8.6000E-01,0.29,0.0000E+00,2.7513E-01,0.0000E+00,6.4071E+02,4.5132E+01,5.95,0.0000E+00,7.1008E+01,8.4506E+01,2.1877E+00,4.2030E+02,4.2030E+02,9.3707E-04,3.3101E+02,3.3101E+02,6.8588E-04,9.0000E+01,9.0000E+01,134.31,2.6719E-04,,
0.87,S,8.7000E-01,0.29,0.0000E+00,2.7493E-01,0.0000E+00,6.4076E+02,4.5101E+01,6.10,0.0000E+00,7.0991E+01,8.4506E+01,2.1904E+00,4.2053E+02,4.2053E+02,9.3847E-04,3.3522E+02,3.3522E+02,6.9527E-04,9.0000E+01,9.0000E+01,137.66,2.7410E-04,,
0.88,S,8.8000E-01,0.30,0.0000E+00,2.7475E-01,0.0000E+00,6.4080E+02,4.5071E+01,6.25,0.0000E+00,7.0975E+01,8.4506E+01,2.1931E+00,4.2076E+02,4.2076E+02,9.3985E-04,3.3942E+02,3.3942E+02,7.0467E-04,9.0000E+01,9.0000E+01,141.06,2.8110E-04,,
0.89,S,8.9000E-01,0.30,0.0000E+00,2.7456E-01,0.0000E+00,6.4085E+02,4.5040E+01,6.40,0.0000E+00,7.0958E+01,8.4506E+01,2.1958E+00,4.2099E+02,4.2099E+02,9.4122E-04,3.4363E+02,3.4363E+02,7.1408E-04,9.0000E+01,9.0000E+01,144.49,2.8819E-04,,
0.90,S,9.0000E-01,0.30,0.0000E+00,2.7438E-01,0.0000E+00,6.4090E+02,4.5010E+01,6.56,0.0000E+00,7.0941E+01,8.4506E+01,2.1985E+00,4.2122E+02,4.2122E+02,9.4258E-04,3.4785E+02,3.4785E+02,7.2350E-04,9.0000E+01,9.0000E+01,147.97,2.9538E-04,,
0.91,S,9.1000E-01,0.31,0.0000E+00,2.7419E-01,0.0000E+00,6.4094E+02,4.4979E+01,6.71,0.0000E+00,7.0925E+01,8.4506E+01,2.2012E+00,4.2145E+02,4.2145E+02,9.4393E-04,3.5206E+02,3.5206E+02,7.3294E-04,9.0000E+01,9.0000E+01,151.49,3.0266E-04,,
0.92,S,9.2000E-01,0.31,0.0000E+00,2.7402E-01,0.0000E+00,6.4099E+02,4.4948E+01,6.87,0.0000E+00,7.0908E+01,8.4506E+01,2.2039E+00,4.2168E+02,4.2168E+02,9.4526E-04,3.5628E+02,3.5628E+02,7.4240E-04,9.0000E+01,9.0000E+01,155.05,3.1004E-04,,
0.93,S,9.3000E-01,0.31,0.0000E+00,2.7384E-01,0.0000E+00,6.4104E+02,4.4918E+01,7.03,0.0000E+00,7.0891E+01,8.4506E+01,2.2066E+00,4.2191E+02,4.2191E+02,9.4659E-04,3.6050E+02,3.6050E+02,7.5186E-04,9.0000E+01,9.0000E+01,158.66,3.1751E-04,,
0.94,S,9.4000E-01,0.32,0.0000E+00,2.7367E-01,0.0000E+00,6.4108E+02,4.4887E+01,7.20,0.0000E+00,7.0875E+01,8.4506E+01,2.2093E+00,4.2213E+02,4.2213E+02,9.4791E-04,3.6472E+02,3.6472E+02,7.6134E-04,9.0000E+01,9.0000E+01,162.31,3.2508E-04,,
0.95,S,9.5000E-01,0.32,0.0000E+00,2.7350E-01,0.0000E+00,6.4113E+02,4.4857E+01,7.36,0.0000E+00,7.0858E+01,8.4506E+01,2.2120E+00,4.2236E+02,4.2236E+02,9.4922E-04,3.6894E+02,3.6894E+02,7.7083E-04,9.0000E+01,9.0000E+01,166.00,3.3274E-04,,
0.96,S,9.6000E-01,0.33,0.0000E+00,2.7333E-01,0.0000E+00,6.4118E+02,4.4826E+01,7.53,0.0000E+00,7.0841E+01,8.4506E+01,2.2147E+00,4.2259E+02,4.2259E+02,9.5052E-04,3.7317E+02,3.7317E+02,7.8034E-04,9.0000E+01,9.0000E+01,169.73,3.4049E-04,,
0.97,S,9.7000E-01,0.33,0.0000E+00,2.7316E-01,0.0000E+00,6.4123E+02,4.4795E+01,7.69,0.0000E+00,7.0825E+01,8.4506E+01,2.2174E+00,4.2281E+02,4.2281E+02,9.5180E-04,3.7740E+02,3.7740E+02,7.8986E-04,9.0000E+01,9.0000E+01,173.50,3.4834E-04,,
0.98,S,9.8000E-01,0.33,0.0000E+00,2.7300E-01,0.0000E+00,6.4127E+02,4.4765E+01,7.86,0.0000E+00,7.0808E+01,8.4506E+01,2.2201E+00,4.2303E+02,4.2303E+02,9.5308E-04,3.8163E+02,3.8163E+02,7.9939E-04,9.0000E+01,9.0000E+01,177.32,3.5629E-04,,
0.99,S,9.9000E-01,0.34,0.0000E+00,2.7284E-01,0.0000E+00,6.4132E+02,4.4734E+01,8.04,0.0000E+00,7.0791E+01,8.4506E+01,2.2227E+00,4.2325E+02,4.2325E+02,9.5435E-04,3.8586E+02,3.8586E+02,8.0893E-04,9.0000E+01,9.0000E+01,181.18,3.6433E-04,,
1.00,S,1.0000E+00,0.34,0.0000E+00,2.7268E-01,0.0000E+00,6.4137E+02,4.4704E+01,8.21,0.0000E+00,7.0775E+01,8.4506E+01,2.2254E+00,4.2347E+02,4.2347E+02,9.5561E-04,3.9009E+02,3.9009E+02,8.1849E-04,9.0000E+01,9.0000E+01,185.08,3.7247E-04,,
1.01,S,1.0100E+00,0.34,0.0000E+00,2.7252E-01,0.0000E+00,6.4142E+02,4.4673E+01,8.38,0.0000E+00,7.0758E+01,8.4506E+01,2.2281E+00,4.2369E+02,4.2369E+02,9.5686E-04,3.9433E+02,3.9433E+02,8.2805E-04,9.0000E+01,9.0000E+01,189.02,3.8070E-04,,
1.02,S,1.0200E+00,0.35,0.0000E+00,2.7237E-01,0.0000E+00,6.4147E+02,4.4642E+01,8.56,0.0000E+00,7.0741E+01,8.4506E+01,2.2308E+00,4.2391E+02,4.2391E+02,9.5810E-04,3.9857E+02,3.9857E+02,8.3764E-04,9.0000E+01,9.0000E+01,193.01,3.8903E-04,,
1.03,S,1.0300E+00,0.35,0.0000E+00,2.7222E-01,0.0000E+00,6.4151E+02,4.4612E+01,8.74,0.0000E+00,7.0725E+01,8.4506E+01,2.2335E+00,4.2413E+02,4.2413E+02,9.5933E-04,4.0281E+02,4.0281E+02,8.4723E-04,9.0000E+01,9.0000E+01,197.03,3.9745E-04,,
1.04,S,1.0400E+00,0.36,0.0000E+00,2.7207E-01,0.0000E+00,6.4156E+02,4.4581E+01,8.92,0.0000E+00,7.0708E+01,8.4506E+01,2.2362E+00,4.2435E+02,4.2435E+02,9.6055E-04,4.0705E+02,4.0705E+02,8.5683E-04,9.0000E+01,9.0000E+01,201.11,4.0597E-04,,
1.05,S,1.0500E+00,0.36,0.0000E+00,2.7192E-01,0.0000E+00,6.4161E+02,4.4550E+01,9.10,0.0000E+00,7.0691E+01,8.4506E+01,2.2389E+00,4.2456E+02,4.2456E+02,9.6176E-04,4.1130E+02,4.1130E+02,8.6645E-04,9.0000E+01,9.0000E+01,205.22,4.1459E-04,,
1.06,S,1.0600E+00,0.36,0.0000E+00,2.7178E-01,0.0000E+00,6.4166E+02,4.4520E+01,9.29,0.0000E+00,7.0675E+01,8.4506E+01,2.2416E+00,4.2478E+02,4.2478E+02,9.6296E-04,4.1555E+02,4.1555E+02,8.7608E-04,9.0000E+01,9.0000E+01,209.37,4.2330E-04,,
1.07,S,1.0700E+00,0.37,0.0000E+00,2.7163E-01,0.0000E+00,6.4170E+02,4.4489E+01,9.48,0.0000E+00,7.0658E+01,8.4506E+01,2.2443E+00,4.2499E+02,4.2499E+02,9.6416E-04,4.1980E+02,4.1980E+02,8.8572E-04,9.0000E+01,9.0000E+01,213.57,4.3211E-04,,
1.08,S,1.0800E+00,0.37,0.0000E+00,2.7149E-01,0.0000E+00,6.4175E+02,4.4459E+01,9.66,0.0000E+00,7.0642E+01,8.4506E+01,2.2470E+00,4.2520E+02,4.2520E+02,9.6535E-04,4.2405E+02,4.2405E+02,8.9538E-04,9.0000E+01,9.0000E+01,217.81,4.4102E-04,,
1.09,S,1.0900E+00,0.37,0.0000E+00,2.7135E-01,0.0000E+00,6.4183E+02,4.4428E+01,9.85,0.0000E+00,7.0625E+01,8.4506E+01,2.2497E+00,4.2543E+02,4.2543E+02,9.6657E-04,4.2830E+02,4.2830E+02,9.0504E-04,9.0000E+01,9.0000E+01,222.10,4.5002E-04,,
1.10,S,1.1000E+00,0.38,0.0000E+00,2.7121E-01,0.0000E+00,6.4192E+02,4.4397E+01,10.05,0.0000E+00,7.0608E+01,8.4506E+01,2.2524E+00,4.2568E+02,4.2568E+02,9.6781E-04,4.3256E+02,4.3256E+02,9.1472E-04,9.0000E+01,9.0000E+01,226.42,4.5912E-04,,
1.11,S,1.1100E+00,0.38,0.0000E+00,2.7108E-01,0.0000E+00,6.4201E+02,4.4367E+01,10.24,0.0000E+00,7.0592E+01,8.4506E+01,2.2551E+00,4.2592E+02,4.2592E+02,9.6904E-04,4.3682E+02,4.3682E+02,9.2441E-04,9.0000E+01,9.0000E+01,230.79,4.6831E-04,,
1.12,S,1.1200E+00,0.39,0.0000E+00,2.7094E-01,0.0000E+00,6.4211E+02,4.4336E+01,10.44,0.0000E+00,7.0575E+01,8.4506E+01,2.2578E+00,4.2616E+02,4.2616E+02,9.7026E-04,4.4108E+02,4.4108E+02,9.3411E-04,9.0000E+01,9.0000E+01,235.20,4.7761E-04,,
1.13,S,1.1300E+00,0.39,0.0000E+00,2.7081E-01,0.0000E+00,6.4220E+02,4.4305E+01,10.64,0.0000E+00,7.0558E+01,8.4506E+01,2.2605E+00,4.2640E+02,4.2640E+02,9.7148E-04,4.4534E+02,4.4534E+02,9.4383E-04,9.0000E+01,9.0000E+01,239.65,4.8700E-04,,
1.14,S,1.1400E+00,0.39,0.0000E+00,2.7068E-01,0.0000E+00,6.4229E+02,4.4275E+01,10.84,0.0000E+00,7.0542E+01,8.4506E+01,2.2632E+00,4.2664E+02,4.2664E+02,9.7269E-04,4.4961E+02,4.4961E+02,9.5356E-04,9.0000E+01,9.0000E+01,244.15,4.9648E-04,,
1.15,S,1.1500E+00,0.40,0.0000E+00,2.7055E-01,0.0000E+00,6.4238E+02,4.4244E+01,11.04,0.0000E+00,7.0525E+01,8.4506E+01,2.2659E+00,4.2688E+02,4.2688E+02,9.7389E-04,4.5388E+02,4.5388E+02,9.6329E-04,9.0000E+01,9.0000E+01,248.69,5.0607E-04,,
1.16,S,1.1600E+00,0.40,0.0000E+00,2.7042E-01,0.0000E+00,6.4248E+02,4.4213E+01,11.24,0.0000E+00,7.0508E+01,8.4506E+01,2.2686E+00,4.2711E+02,4.2711E+02,9.7508E-04,4.5815E+02,4.5815E+02,9.7304E-04,9.0000E+01,9.0000E+01,253.27,5.1575E-04,,
1.17,S,1.1700E+00,0.40,0.0000E+00,2.7030E-01,0.0000E+00,6.4257E+02,4.4183E+01,11.45,0.0000E+00,7.0492E+01,8.4506E+01,2.2713E+00,4.2735E+02,4.2735E+02,9.7627E-04,4.6242E+02,4.6242E+02,9.8281E-04,9.0000E+01,9.0000E+01,257.89,5.2553E-04,,
1.18,S,1.1800E+00,0.41,0.0000E+00,2.7018E-01,0.0000E+00,6.4266E+02,4.4152E+01,11.65,0.0000E+00,7.0475E+01,8.4506E+01,2.2740E+00,4.2758E+02,4.2758E+02,9.7745E-04,4.6670E+02,4.6670E+02,9.9258E-04,9.0000E+01,9.0000E+01,262.56,5.3541E-04,,
1.19,S,1.1900E+00,0.41,0.0000E+00,2.7005E-01,0.0000E+00,6.4276E+02,4.4121E+01,11.86,0.0000E+00,7.0458E+01,8.4506E+01,2.2767E+00,4.2782E+02,4.2782E+02,9.7862E-04,4.7098E+02,4.7098E+02,1.0024E-03,9.0000E+01,9.0000E+01,267.27,5.4538E-04,,
1.20,S,1.2000E+00,0.42,0.0000E+00,2.6993E-01,0.0000E+00,6.4285E+02,4.4091E+01,12.07,0.0000E+00,7.0442E+01,8.4506E+01,2.2794E+00,4.2805E+02,4.2805E+02,9.7978E-04,4.7526E+02,4.7526E+02,1.0122E-03,9.0000E+01,9.0000E+01,272.02,5.5545E-04,,
1.21,S,1.2100E+00,0.42,0.0000E+00,2.6982E-01,0.0000E+00,6.4294E+02,4.4060E+01,12.29,0.0000E+00,7.0425E+01,8.4506E+01,2.2821E+00,4.2828E+02,4.2828E+02,9.8094E-04,4.7954E+02,4.7954E+02,1.0220E-03,9.0000E+01,9.0000E+01,276.82,5.6562E-04,,
1.22,S,1.2200E+00,0.42,0.0000E+00,2.6970E-01,0.0000E+00,6.4304E+02,4.4029E+01,12.50,0.0000E+00,7.0408E+01,8.4506E+01,2.2848E+00,4.2851E+02,4.2851E+02,9.8209E-04,4.8383E+02,4.8383E+02,1.0318E-03,9.0000E+01,9.0000E+01,281.66,5.7589E-04,,
1.23,S,1.2300E+00,0.43,0.0000E+00,2.6958E-01,0.0000E+00,6.4313E+02,4.3999E+01,12.72,0.0000E+00,7.0392E+01,8.4506E+01,2.2875E+00,4.2874E+02,4.2874E+02,9.8323E-04,4.8811E+02,4.8811E+02,1.0416E-03,9.0000E+01,9.0000E+01,286.54,5.8626E-04,,
1.24,S,1.2400E+00,0.43,0.0000E+00,2.6947E-01,0.0000E+00,6.4322E+02,4.3968E+01,12.94,0.0000E+00,7.0375E+01,8.4506E+01,2.2902E+00,4.2897E+02,4.2897E+02,9.8437E-04,4.9240E+02,4.9240E+02,1.0515E-03,9.0000E+01,9.0000E+01,291.46,5.9672E-04,,
1.25,S,1.2500E+00,0.44,0.0000E+00,2.6936E-01,0.0000E+00,6.4332E+02,4.3937E+01,13.16,0.0000E+00,7.0358E+01,8.4506E+01,2.2929E+00,4.2920E+02,4.2920E+02,9.8550E-04,4.9670E+02,4.9670E+02,1.0613E-03,9.0000E+01,9.0000E+01,296.43,6.0729E-04,,
1.26,S,1.2600E+00,0.44,0.0000E+00,2.6924E-01,0.0000E+00,6.4330E+02,4.3907E+01,13.38,0.0000E+00,7.0342E+01,8.4506E+01,2.2956E+00,4.2934E+02,4.2934E+02,9.8645E-04,5.0099E+02,5.0099E+02,1.0712E-03,9.0000E+01,9.0000E+01,301.44,6.1795E-04,,
1.27,S,1.2700E+00,0.44,0.0000E+00,2.6914E-01,0.0000E+00,6.4325E+02,4.3876E+01,13.61,0.0000E+00,7.0325E+01,8.4506E+01,2.2983E+00,4.2947E+02,4.2947E+02,9.8734E-04,5.0528E+02,5.0528E+02,1.0811E-03,9.0000E+01,9.0000E+01,306.49,6.2871E-04,,
1.28,S,1.2800E+00,0.45,0.0000E+00,2.6903E-01,0.0000E+00,6.4320E+02,4.3845E+01,13.83,0.0000E+00,7.0308E+01,8.4506E+01,2.3010E+00,4.2959E+02,4.2959E+02,9.8823E-04,5.0958E+02,5.0958E+02,1.0909E-03,9.0000E+01,9.0000E+01,311.59,6.3957E-04,,
1.29,S,1.2900E+00,0.45,0.0000E+00,2.6892E-01,0.0000E+00,6.4315E+02,4.3815E+01,14.06,0.0000E+00,7.0292E+01,8.4506E+01,2.3037E+00,4.2971E+02,4.2971E+02,9.8911E-04,5.1388E+02,5.1388E+02,1.1008E-03,9.0000E+01,9.0000E+01,316.73,6.5053E-04,,
1.30,S,1.3000E+00,0.45,0.0000E+00,2.6882E-01,0.0000E+00,6.4310E+02,4.3784E+01,14.29,0.0000E+00,7.0275E+01,8.4506E+01,2.3064E+00,4.2983E+02,4.2983E+02,9.8998E-04,5.1818E+02,5.1818E+02,1.1107E-03,9.0000E+01,9.0000E+01,321.91,6.6159E-04,,
1.31,S,1.3100E+00,0.46,0.0000E+00,2.6871E-01,0.0000E+00,6.4305E+02,4.3753E+01,14.53,0.0000E+00,7.0259E+01,8.4506E+01,2.3091E+00,4.2994E+02,4.2994E+02,9.9085E-04,5.2248E+02,5.2248E+02,1.1206E-03,9.0000E+01,9.0000E+01,327.13,6.7275E-04,,
1.32,S,1.3200E+00,0.46,0.0000E+00,2.6861E-01,0.0000E+00,6.4301E+02,4.3722E+01,14.76,0.0000E+00,7.0242E+01,8.4506E+01,2.3118E+00,4.3006E+02,4.3006E+02,9.9171E-04,5.2678E+02,5.2678E+02,1.1306E-03,9.0000E+01,9.0000E+01,332.40,6.8400E-04,,
1.33,S,1.3300E+00,0.47,0.0000E+00,2.6851E-01,0.0000E+00,6.4296E+02,4.3692E+01,15.00,0.0000E+00,7.0225E+01,8.4506E+01,2.3145E+00,4.3017E+02,4.3017E+02,9.9256E-04,5.3108E+02,5.3108E+02,1.1405E-03,9.0000E+01,9.0000E+01,337.71,6.9536E-04,,
1.34,S,1.3400E+00,0.47,0.0000E+00,2.6841E-01,0.0000E+00,6.4291E+02,4.3661E+01,15.23,0.0000E+00,7.0209E+01,8.4506E+01,2.3172E+00,4.3029E+02,4.3029E+02,9.9340E-04,5.3538E+02,5.3538E+02,1.1504E-03,9.0000E+01,9.0000E+01,343.07,7.0681E-04,,
1.35,S,1.3500E+00,0.47,0.0000E+00,2.6831E-01,0.0000E+00,6.4286E+02,4.3630E+01,15.47,0.0000E+00,7.0192E+01,8.4506E+01,2.3199E+00,4.3040E+02,4.3040E+02,9.9424E-04,5.3968E+02,5.3968E+02,1.1604E-03,9.0000E+01,9.0000E+01,348.46,7.1837E-04,,
1.36,S,1.3600E+00,0.48,0.0000E+00,2.6821E-01,0.0000E+00,6.4281E+02,4.3600E+01,15.71,0.0000E+00,7.0175E+01,8.4506E+01,2.3226E+00,4.3051E+02,4.3051E+02,9.9507E-04,5.4399E+02,5.4399E+02,1.1703E-03,9.0000E+01,9.0000E+01,353.90,7.3002E-04,,
1.37,S,1.3700E+00,0.48,0.0000E+00,2.6812E-01,0.0000E+00,6.4277E+02,4.3569E+01,15.96,0.0000E+00,7.0159E+01,8.4506E+01,2.3253E+00,4.3062E+02,4.3062E+02,9.9590E-04,5.4830E+02,5.4830E+02,1.1803E-03,9.0000E+01,9.0000E+01,359.38,7.4177E-04,,
1.38,S,1.3800E+00,0.48,0.0000E+00,2.6802E-01,0.0000E+00,6.4272E+02,4.3538E+01,16.20,0.0000E+00,7.0142E+01,8.4506E+01,2.3280E+00,4.3073E+02,4.3073E+02,9.9672E-04,5.5260E+02,5.5260E+02,1.1902E-03,9.0000E+01,9.0000E+01,364.91,7.5363E-04,,
1.39,S,1.3900E+00,0.49,0.0000E+00,2.6793E-01,0.0000E+00,6.4267E+02,4.3508E+01,16.45,0.0000E+00,7.0125E+01,8.4506E+01,2.3307E+00,4.3084E+02,4.3084E+02,9.9753E-04,5.5691E+02,5.5691E+02,1.2002E-03,9.0000E+01,9.0000E+01,370.48,7.6558E-04,,
1.40,S,1.4000E+00,0.49,0.0000E+00,2.6784E-01,0.0000E+00,6.4262E+02,4.3477E+01,16.70,0.0000E+00,7.0109E+01,8.4506E+01,2.3334E+00,4.3094E+02,4.3094E+02,9.9833E-04,5.6122E+02,5.6122E+02,1.2102E-03,9.0000E+01,9.0000E+01,376.09,7.7763E-04,,
1.41,S,1.4100E+00,0.50,0.0000E+00,2.6774E-01,0.0000E+00,6.4257E+02,4.3446E+01,16.95,0.0000E+00,7.0092E+01,8.4506E+01,2.3361E+00,4.3105E+02,4.3105E+02,9.9913E-04,5.6553E+02,5.6553E+02,1.2202E-03,9.0000E+01,9.0000E+01,381.75,7.8978E-04,,
1.42,S,1.4200E+00,0.50,0.0000E+00,2.6765E-01,0.0000E+00,6.4252E+02,4.3416E+01,17.20,0.0000E+00,7.0075E+01,8.4506E+01,2.3388E+00,4.3115E+02,4.3115E+02,9.9992E-04,5.6984E+02,5.6984E+02,1.2302E-03,9.0000E+01,9.0000E+01,387.45,8.0203E-04,,
1.43,S,1.4300E+00,0.50,0.0000E+00,2.6757E-01,0.0000E+00,6.4243E+02,4.3385E+01,17.46,0.0000E+00,7.0059E+01,8.4506E+01,2.3415E+00,4.3122E+02,4.3122E+02,1.0006E-03,5.7415E+02,5.7415E+02,1.2402E-03,9.0000E+01,9.0000E+01,393.19,8.1439E-04,,
1.44,S,1.4400E+00,0.51,0.0000E+00,2.6748E-01,0.0000E+00,6.4233E+02,4.3354E+01,17.71,0.0000E+00,7.0042E+01,8.4506E+01,2.3442E+00,4.3129E+02,4.3129E+02,1.0013E-03,5.7847E+02,5.7847E+02,1.2502E-03,9.0000E+01,9.0000E+01,398.97,8.2684E-04,,
1.45,S,1.4500E+00,0.51,0.0000E+00,2.6739E-01,0.0000E+00,6.4224E+02,4.3324E+01,17.97,0.0000E+00,7.0025E+01,8.4506E+01,2.3469E+00,4.3135E+02,4.3135E+02,1.0020E-03,5.8278E+02,5.8278E+02,1.2602E-03,9.0000E+01,9.0000E+01,404.80,8.3939E-04,,
1.46,S,1.4600E+00,0.52,0.0000E+00,2.6731E-01,0.0000E+00,6.4214E+02,4.3293E+01,18.23,0.0000E+00,7.0009E+01,8.4506E+01,2.3496E+00,4.3141E+02,4.3141E+02,1.0027E-03,5.8710E+02,5.8710E+02,1.2703E-03,9.0000E+01,9.0000E+01,410.67,8.5204E-04,,
1.47,S,1.4700E+00,0.52,0.0000E+00,2.6722E-01,0.0000E+00,6.4205E+02,4.3262E+01,18.49,0.0000E+00,6.9992E+01,8.4506E+01,2.3523E+00,4.3148E+02,4.3148E+02,1.0034E-03,5.9141E+02,5.9141E+02,1.2803E-03,9.0000E+01,9.0000E+01,416.58,8.6479E-04,,
1.48,S,1.4800E+00,0.52,0.0000E+00,2.6714E-01,0.0000E+00,6.4196E+02,4.3232E+01,18.76,0.0000E+00,6.9975E+01,8.4506E+01,2.3550E+00,4.3154E+02,4.3154E+02,1.0041E-03,5.9573E+02,5.9573E+02,1.2903E-03,9.0000E+01,9.0000E+01,422.54,8.7765E-04,,
1.49,S,1.4900E+00,0.53,0.0000E+00,2.6706E-01,0.0000E+00,6.4186E+02,4.3201E+01,19.02,0.0000E+00,6.9959E+01,8.4506E+01,2.3577E+00,4.3160E+02,4.3160E+02,1.0048E-03,6.0004E+02,6.0004E+02,1.3004E-03,9.0000E+01,9.0000E+01,428.54,8.9060E-04,,
1.50,S,1.5000E+00,0.53,0.0000E+00,2.6698E-01,0.0000E+00,6.4177E+02,4.3170E+01,19.29,0.0000E+00,6.9942E+01,8.4506E+01,2.3604E+00,4.3166E+02,4.3166E+02,1.0054E-03,6.0436E+02,6.0436E+02,1.3104E-03,9.0000E+01,9.0000E+01,434.59,9.0366E-04,,
1.51,S,1.5100E+00,0.53,0.0000E+00,2.6690E-01,0.0000E+00,6.4167E+02,4.3140E+01,19.56,0.0000E+00,6.9925E+01,8.4506E+01,2.3631E+00,4.3171E+02,4.3171E+02,1.0061E-03,6.0868E+02,6.0868E+02,1.3205E-03,9.0000E+01,9.0000E+01,440.67,9.1681E-04,,
1.52,S,1.5200E+00,0.54,0.0000E+00,2.6682E-01,0.0000E+00,6.4158E+02,4.3109E+01,19.83,0.0000E+00,6.9909E+01,8.4506E+01,2.3658E+00,4.3177E+02,4.3177E+02,1.0067E-03,6.1299E+02,6.1299E+02,1.3306E-03,9.0000E+01,9.0000E+01,446.80,9.3007E-04,,
1.53,S,1.5300E+00,0.54,0.0000E+00,2.6674E-01,0.0000E+00,6.4148E+02,4.3079E+01,20.10,0.0000E+00,6.9892E+01,8.4506E+01,2.3685E+00,4.3182E+02,4.3182E+02,1.0074E-03,6.1731E+02,6.1731E+02,1.3406E-03,9.0000E+01,9.0000E+01,452.98,9.4342E-04,,
1.54,S,1.5400E+00,0.55,0.0000E+00,2.6666E-01,0.0000E+00,6.4139E+02,4.3048E+01,20.38,0.0000E+00,6.9876E+01,8.4506E+01,2.3712E+00,4.3188E+02,4.3188E+02,1.0080E-03,6.2163E+02,6.2163E+02,1.3507E-03,9.0000E+01,9.0000E+01,459.19,9.5688E-04,,
1.55,S,1.5500E+00,0.55,0.0000E+00,2.6659E-01,0.0000E+00,6.4129E+02,4.3017E+01,20.65,0.0000E+00,6.9859E+01,8.4506E+01,2.3739E+00,4.3193E+02,4.3193E+02,1.0087E-03,6.2595E+02,6.2595E+02,1.3608E-03,9.0000E+01,9.0000E+01,465.45,9.7044E-04,,
1.56,S,1.5600E+00,0.55,0.0000E+00,2.6651E-01,0.0000E+00,6.4120E+02,4.2987E+01,20.93,0.0000E+00,6.9842E+01,8.4506E+01,2.3766E+00,4.3198E+02,4.3198E+02,1.0093E-03,6.3027E+02,6.3027E+02,1.3709E-03,9.0000E+01,9.0000E+01,471.75,9.8409E-04,,
1.57,S,1.5700E+00,0.56,0.0000E+00,2.6644E-01,0.0000E+00,6.4110E+02,4.2956E+01,21.21,0.0000E+00,6.9826E+01,8.4506E+01,2.3793E+00,4.3203E+02,4.3203E+02,1.0099E-03,6.3459E+02,6.3459E+02,1.3810E-03,9.0000E+01,9.0000E+01,478.10,9.9785E-04,,
1.58,S,1.5800E+00,0.56,0.0000E+00,2.6637E-01,0.0000E+00,6.4101E+02,4.2925E+01,21.49,0.0000E+00,6.9809E+01,8.4506E+01,2.3820E+00,4.3208E+02,4.3208E+02,1.0105E-03,6.3891E+02,6.3891E+02,1.3911E-03,9.0000E+01,9.0000E+01,484.49,1.0117E-03,,
1.59,S,1.5900E+00,0.57,0.0000E+00,2.6629E-01,0.0000E+00,6.4092E+02,4.2895E+01,21.78,0.0000E+00,6.9792E+01,8.4506E+01,2.3847E+00,4.3213E+02,4.3213E+02,1.0111E-03,6.4323E+02,6.4323E+02,1.4012E-03,9.0000E+01,9.0000E+01,490.92,1.0257E-03,,
